restaurant_id,name,cuisine,price_range,neighborhood,ambiance,description,rating,latitude,longitude
rest_0155,The Brazilian Corner,Brazilian,$,Park Slope,Fast-casual,Brazilian restaurant in Park Slope with fast-casual atmosphere. $ price range.,3.6,40.759413071535214,-73.9619109143369
rest_0156,Bistro German Spot,German,$$,Midtown,Fast-casual,German restaurant in Midtown with fast-casual atmosphere. $$ price range.,3.9,40.74148195023377,-73.97265929280694
rest_0157,Kitchen Spanish Spot,Spanish,$,Bronx,Outdoor seating,Spanish restaurant in Bronx with outdoor seating atmosphere. $ price range.,5.0,40.7056375496651,-73.9135277623745
rest_0158,Cafe Lebanese Spot,Lebanese,$,Chelsea,Fine Dining,Lebanese restaurant in Chelsea with fine dining atmosphere. $ price range.,4.0,40.776898741518046,-73.90552342701176
rest_0159,The Korean Place,Korean,$,Williamsburg,Fine Dining,Korean restaurant in Williamsburg with fine dining atmosphere. $ price range.,4.0,40.78496473906774,-73.97526518982568
rest_0160,Bistro French House,French,$$$,Downtown,Casual,French restaurant in Downtown with casual atmosphere. $$$ price range.,3.1,40.79540510272587,-73.93938253655492
rest_0161,Cafe American Corner,American,$$$,Bronx,Upscale,American restaurant in Bronx with upscale atmosphere. $$$ price range.,3.9,40.72286428055035,-73.93282993155943
rest_0162,Cafe Turkish Corner,Turkish,$$$$,Chelsea,Family-friendly,Turkish restaurant in Chelsea with family-friendly atmosphere. $$$$ price range.,2.8,40.71135575921996,-73.93284268044073
rest_0163,Bamboo Ramen,Japanese,$$$$,Chelsea,Romantic,Japanese restaurant in Chelsea with romantic atmosphere. $$$$ price range.,5.0,40.75203077009038,-73.92276816082644
rest_0164,Kitchen Korean Spot,Korean,$$$$,SoHo,Trendy,Korean restaurant in SoHo with trendy atmosphere. $$$$ price range.,4.9,40.75519068387745,-73.94390620284646
rest_0165,Mario Trattoria,Italian,$$$$,Manhattan,Outdoor seating,Italian restaurant in Manhattan with outdoor seating atmosphere. $$$$ price range.,4.1,40.787665360265834,-73.95965171337876
rest_0166,Kitchen Brazilian Spot,Brazilian,$$$,Chelsea,Trendy,Brazilian restaurant in Chelsea with trendy atmosphere. $$$ price range.,4.5,40.77040797680992,-73.97870358384911
rest_0167,Kitchen Brazilian House,Brazilian,$$$,Queens,Upscale,Brazilian restaurant in Queens with upscale atmosphere. $$$ price range.,5.1,40.71363714755868,-73.99854553343322
rest_0168,Bistro Korean Spot,Korean,$$$$,Chelsea,Cozy,Korean restaurant in Chelsea with cozy atmosphere. $$$$ price range.,4.8,40.739224404509976,-73.95625250779763
rest_0169,Bella Bistro,Italian,$$$$,Manhattan,Casual,Italian restaurant in Manhattan with casual atmosphere. $$$$ price range.,2.6,40.790415869449376,-73.96517445329768
rest_0170,Cafe American Corner,American,$$,Chelsea,Cozy,American restaurant in Chelsea with cozy atmosphere. $$ price range.,5.2,40.73965427823213,-73.93779132997722
rest_0171,The Mediterranean Spot,Mediterranean,$$,SoHo,Fine Dining,Mediterranean restaurant in SoHo with fine dining atmosphere. $$ price range.,4.1,40.786236370874676,-73.90504793763424
rest_0172,Cafe Brazilian House,Brazilian,$,Chelsea,Cozy,Brazilian restaurant in Chelsea with cozy atmosphere. $ price range.,2.6,40.745913575623824,-73.90199674247145
rest_0173,Cafe American Corner,American,$$$,Tribeca,Upscale,American restaurant in Tribeca with upscale atmosphere. $$$ price range.,4.0,40.749261809399286,-73.96712483897124
rest_0174,Bistro Indian Corner,Indian,$$$,Park Slope,Outdoor seating,Indian restaurant in Park Slope with outdoor seating atmosphere. $$$ price range.,3.0,40.70758633281087,-73.98711202780893
rest_0175,The Mediterranean Place,Mediterranean,$$$$,Manhattan,Cozy,Mediterranean restaurant in Manhattan with cozy atmosphere. $$$$ price range.,4.5,40.71280458389578,-73.98480973064878
rest_0176,Zen Sushi,Japanese,$$,Queens,Upscale,Japanese restaurant in Queens with upscale atmosphere. $$ price range.,4.3,40.71818800843992,-73.96543327166762
rest_0177,The Spanish Place,Spanish,$,Manhattan,Outdoor seating,Spanish restaurant in Manhattan with outdoor seating atmosphere. $ price range.,3.2,40.7896788409906,-73.95260383597372
rest_0178,Bistro Greek House,Greek,$$$,Chelsea,Upscale,Greek restaurant in Chelsea with upscale atmosphere. $$$ price range.,3.2,40.71922890188087,-73.99591313837335
rest_0179,Bistro Korean Corner,Korean,$$$$,Downtown,Bar atmosphere,Korean restaurant in Downtown with bar atmosphere atmosphere. $$$$ price range.,4.4,40.716893506307215,-73.9721409660968
rest_0180,Bamboo Sushi,Japanese,$$$$,Tribeca,Trendy,Japanese restaurant in Tribeca with trendy atmosphere. $$$$ price range.,3.9,40.720633371840584,-73.9635730138952
rest_0181,Kitchen Indian House,Indian,$,Downtown,Trendy,Indian restaurant in Downtown with trendy atmosphere. $ price range.,3.2,40.750341727085484,-73.93096051713707
rest_0182,Kitchen Mexican Place,Mexican,$$,Park Slope,Family-friendly,Mexican restaurant in Park Slope with family-friendly atmosphere. $$ price range.,3.4,40.78735786241067,-73.90791275994683
rest_0183,Kitchen Greek House,Greek,$$$$,Chelsea,Family-friendly,Greek restaurant in Chelsea with family-friendly atmosphere. $$$$ price range.,4.2,40.70610779598549,-73.97231223518529
rest_0184,Bistro Lebanese Corner,Lebanese,$$$$,Manhattan,Casual,Lebanese restaurant in Manhattan with casual atmosphere. $$$$ price range.,4.5,40.71845210193564,-73.97906506766633
rest_0185,The Brazilian Spot,Brazilian,$$$$,Queens,Cozy,Brazilian restaurant in Queens with cozy atmosphere. $$$$ price range.,4.6,40.73704721027914,-73.9515477014809
rest_0186,Bistro Ethiopian Corner,Ethiopian,$$$,Downtown,Upscale,Ethiopian restaurant in Downtown with upscale atmosphere. $$$ price range.,2.8,40.746253471613315,-73.92525290618663
rest_0187,The Mexican House,Mexican,$$$$,Midtown,Romantic,Mexican restaurant in Midtown with romantic atmosphere. $$$$ price range.,5.1,40.70366832028906,-73.9747563055656
rest_0188,Cafe Vietnamese House,Vietnamese,$$,Brooklyn,Bar atmosphere,Vietnamese restaurant in Brooklyn with bar atmosphere atmosphere. $$ price range.,4.5,40.751167744211564,-73.94678865147347
rest_0189,Cafe Ethiopian Spot,Ethiopian,$$,Chelsea,Romantic,Ethiopian restaurant in Chelsea with romantic atmosphere. $$ price range.,4.2,40.71071720113398,-73.95525876331766
rest_0190,Cafe Indian Spot,Indian,$,Manhattan,Family-friendly,Indian restaurant in Manhattan with family-friendly atmosphere. $ price range.,2.7,40.72692432309494,-73.96227158368954
rest_0191,Cafe French House,French,$,SoHo,Casual,French restaurant in SoHo with casual atmosphere. $ price range.,4.2,40.702007119777775,-73.96779208344168
rest_0192,The Greek Corner,Greek,$$,Chelsea,Cozy,Greek restaurant in Chelsea with cozy atmosphere. $$ price range.,3.5,40.71197621318193,-73.91094727192602
rest_0193,The Mediterranean House,Mediterranean,$,Brooklyn,Upscale,Mediterranean restaurant in Brooklyn with upscale atmosphere. $ price range.,3.1,40.759359245355405,-73.93208976808556
rest_0194,The Lebanese Place,Lebanese,$$$$,Bronx,Outdoor seating,Lebanese restaurant in Bronx with outdoor seating atmosphere. $$$$ price range.,4.0,40.70869202880874,-73.94628934581814
rest_0195,Bistro Turkish Place,Turkish,$$,Chelsea,Casual,Turkish restaurant in Chelsea with casual atmosphere. $$ price range.,5.2,40.75868411180209,-73.92545605258157
rest_0196,Nonna Trattoria,Italian,$,Astoria,Upscale,Italian restaurant in Astoria with upscale atmosphere. $ price range.,3.2,40.728377590579875,-73.96369177036014
rest_0197,Bistro Lebanese Corner,Lebanese,$$$$,Midtown,Fine Dining,Lebanese restaurant in Midtown with fine dining atmosphere. $$$$ price range.,3.8,40.76459172413316,-73.9429221695331
rest_0198,Zen House,Japanese,$$,Manhattan,Bar atmosphere,Japanese restaurant in Manhattan with bar atmosphere atmosphere. $$ price range.,2.9,40.71017824726204,-73.98471408608157
rest_0199,Kitchen Turkish House,Turkish,$$$,Astoria,Outdoor seating,Turkish restaurant in Astoria with outdoor seating atmosphere. $$$ price range.,4.5,40.724595772838455,-73.98393186267404
rest_0200,Cafe Mexican Place,Mexican,$$,Williamsburg,Fast-casual,Mexican restaurant in Williamsburg with fast-casual atmosphere. $$ price range.,3.5,40.71733735952948,-73.91032345753736
rest_0201,The Vietnamese Spot,Vietnamese,$$$$,Williamsburg,Upscale,Vietnamese restaurant in Williamsburg with upscale atmosphere. $$$$ price range.,3.3,40.70802337456617,-73.94754886104297
rest_0202,Bistro German Corner,German,$$$,SoHo,Trendy,German restaurant in SoHo with trendy atmosphere. $$$ price range.,4.2,40.71120389021681,-73.96021444009543
rest_0203,The Lebanese Place,Lebanese,$,Midtown,Fine Dining,Lebanese restaurant in Midtown with fine dining atmosphere. $ price range.,4.0,40.796947043327535,-73.9134492874106
rest_0204,The Mexican Spot,Mexican,$$$,Brooklyn,Outdoor seating,Mexican restaurant in Brooklyn with outdoor seating atmosphere. $$$ price range.,3.5,40.71708875873901,-73.93313567800756
rest_0205,The Mexican Spot,Mexican,$$$$,Bronx,Upscale,Mexican restaurant in Bronx with upscale atmosphere. $$$$ price range.,4.6,40.79293759891276,-73.94432371069861
rest_0206,Cafe American Corner,American,$$$,Midtown,Bar atmosphere,American restaurant in Midtown with bar atmosphere atmosphere. $$$ price range.,2.7,40.77694929331919,-73.98129562514426
rest_0207,Bistro Lebanese House,Lebanese,$$,Midtown,Cozy,Lebanese restaurant in Midtown with cozy atmosphere. $$ price range.,4.4,40.732367923640425,-73.95745635613837
rest_0208,The Mediterranean Spot,Mediterranean,$$,Williamsburg,Outdoor seating,Mediterranean restaurant in Williamsburg with outdoor seating atmosphere. $$ price range.,2.7,40.711483682473926,-73.93893799575584
rest_0209,Luigi Pizzeria,Italian,$$,Manhattan,Trendy,Italian restaurant in Manhattan with trendy atmosphere. $$ price range.,4.0,40.72886305532403,-73.94187617785774
rest_0210,Nonna Trattoria,Italian,$$,Brooklyn,Bar atmosphere,Italian restaurant in Brooklyn with bar atmosphere atmosphere. $$ price range.,3.9,40.75325894325516,-73.99481764631776
rest_0211,Cafe Indian Place,Indian,$,Midtown,Outdoor seating,Indian restaurant in Midtown with outdoor seating atmosphere. $ price range.,3.0,40.733660427819395,-73.9865585323061
rest_0212,Bistro German Spot,German,$$$$,Bronx,Family-friendly,German restaurant in Bronx with family-friendly atmosphere. $$$$ price range.,4.8,40.72546406547638,-73.93184972777762
rest_0213,Cafe Vietnamese House,Vietnamese,$,Downtown,Family-friendly,Vietnamese restaurant in Downtown with family-friendly atmosphere. $ price range.,3.5,40.776022785988964,-73.94043612593921
rest_0214,Bamboo House,Japanese,$$$,Astoria,Upscale,Japanese restaurant in Astoria with upscale atmosphere. $$$ price range.,2.0,40.734886826654304,-73.90704708557523
rest_0215,The German Spot,German,$$$,Queens,Outdoor seating,German restaurant in Queens with outdoor seating atmosphere. $$$ price range.,3.4,40.78306194077877,-73.90349730893335
rest_0216,Kitchen German Spot,German,$,Manhattan,Bar atmosphere,German restaurant in Manhattan with bar atmosphere atmosphere. $ price range.,4.3,40.793834045682104,-73.98187669338344
rest_0217,Golden Garden,Chinese,$$,Williamsburg,Bar atmosphere,Chinese restaurant in Williamsburg with bar atmosphere atmosphere. $$ price range.,3.5,40.70664962673668,-73.925887935071
rest_0218,Bistro Thai Spot,Thai,$$$,Queens,Family-friendly,Thai restaurant in Queens with family-friendly atmosphere. $$$ price range.,4.9,40.71397723766263,-73.92047326881402
rest_0219,Kitchen Vietnamese Corner,Vietnamese,$,Downtown,Fast-casual,Vietnamese restaurant in Downtown with fast-casual atmosphere. $ price range.,4.2,40.72016273200477,-73.98363440571343
rest_0220,Bistro Indian House,Indian,$$$$,Park Slope,Romantic,Indian restaurant in Park Slope with romantic atmosphere. $$$$ price range.,4.3,40.76651972206962,-73.94769345752309
rest_0221,Kitchen Spanish House,Spanish,$,Williamsburg,Casual,Spanish restaurant in Williamsburg with casual atmosphere. $ price range.,3.7,40.735883048412354,-73.9122799459187
rest_0222,Kitchen Vietnamese Spot,Vietnamese,$$$$,Chelsea,Upscale,Vietnamese restaurant in Chelsea with upscale atmosphere. $$$$ price range.,5.0,40.743913490857025,-73.9623055570575
rest_0223,Cafe Mexican Place,Mexican,$$$$,Downtown,Cozy,Mexican restaurant in Downtown with cozy atmosphere. $$$$ price range.,3.7,40.74626797856696,-73.96986221258359
rest_0224,Cafe Greek Place,Greek,$,Williamsburg,Fine Dining,Greek restaurant in Williamsburg with fine dining atmosphere. $ price range.,4.0,40.72322126951468,-73.91004254267254
rest_0225,Bistro Spanish Corner,Spanish,$,Williamsburg,Trendy,Spanish restaurant in Williamsburg with trendy atmosphere. $ price range.,5.3,40.73838912213732,-73.9456447138886
rest_0226,The Vietnamese Corner,Vietnamese,$$,Midtown,Outdoor seating,Vietnamese restaurant in Midtown with outdoor seating atmosphere. $$ price range.,4.2,40.711689804070836,-73.90601678763866
rest_0227,Cafe Greek House,Greek,$$$,Tribeca,Family-friendly,Greek restaurant in Tribeca with family-friendly atmosphere. $$$ price range.,4.6,40.76277080530714,-73.96650943853429
rest_0228,Cafe Indian House,Indian,$$$,Queens,Family-friendly,Indian restaurant in Queens with family-friendly atmosphere. $$$ price range.,4.3,40.76200727559285,-73.94665389080237
rest_0229,Kitchen French Spot,French,$$$$,Astoria,Bar atmosphere,French restaurant in Astoria with bar atmosphere atmosphere. $$$$ price range.,3.7,40.78938925830509,-73.92114027887754
rest_0230,Kitchen Vietnamese Place,Vietnamese,$$,Astoria,Fine Dining,Vietnamese restaurant in Astoria with fine dining atmosphere. $$ price range.,3.6,40.72484891398145,-73.92560537074273
rest_0231,Bistro American House,American,$$$,Chelsea,Casual,American restaurant in Chelsea with casual atmosphere. $$$ price range.,3.3,40.70335324347358,-73.94301103151287
rest_0232,The American Spot,American,$$$$,Astoria,Casual,American restaurant in Astoria with casual atmosphere. $$$$ price range.,4.4,40.73420817487159,-73.9178742695328
rest_0233,Kitchen American Place,American,$,SoHo,Fine Dining,American restaurant in SoHo with fine dining atmosphere. $ price range.,4.3,40.71106317369552,-73.91535477082655
rest_0234,Cafe Ethiopian Spot,Ethiopian,$,Astoria,Bar atmosphere,Ethiopian restaurant in Astoria with bar atmosphere atmosphere. $ price range.,3.8,40.77972953657795,-73.98500825726512
rest_0235,The Lebanese Spot,Lebanese,$$,Downtown,Fast-casual,Lebanese restaurant in Downtown with fast-casual atmosphere. $$ price range.,3.2,40.72292513952326,-73.9277747431607
rest_0236,Bamboo House,Japanese,$$,Downtown,Romantic,Japanese restaurant in Downtown with romantic atmosphere. $$ price range.,4.7,40.76939484444671,-73.94572755566524
rest_0237,Bistro Turkish Place,Turkish,$$,Bronx,Cozy,Turkish restaurant in Bronx with cozy atmosphere. $$ price range.,5.1,40.7251799058907,-73.96543040064961
rest_0238,The German Spot,German,$$$,SoHo,Bar atmosphere,German restaurant in SoHo with bar atmosphere atmosphere. $$$ price range.,2.6,40.746200580364416,-73.90527166603883
rest_0239,Bamboo Garden,Japanese,$$$,Midtown,Outdoor seating,Japanese restaurant in Midtown with outdoor seating atmosphere. $$$ price range.,5.2,40.71533514031161,-73.94137701679833
rest_0240,Cafe Mediterranean Spot,Mediterranean,$$,Bronx,Fine Dining,Mediterranean restaurant in Bronx with fine dining atmosphere. $$ price range.,6.0,40.70181101838209,-73.91278760910559
rest_0241,The American Spot,American,$$$$,Brooklyn,Bar atmosphere,American restaurant in Brooklyn with bar atmosphere atmosphere. $$$$ price range.,4.1,40.79321182824836,-73.94348668164108
rest_0242,Cafe Ethiopian House,Ethiopian,$$$$,SoHo,Cozy,Ethiopian restaurant in SoHo with cozy atmosphere. $$$$ price range.,4.4,40.770723863431336,-73.98474609570857
rest_0243,Bistro German Corner,German,$$$,Downtown,Cozy,German restaurant in Downtown with cozy atmosphere. $$$ price range.,4.2,40.75762883601668,-73.93932849536172
rest_0244,Cafe Thai Corner,Thai,$$$,Astoria,Romantic,Thai restaurant in Astoria with romantic atmosphere. $$$ price range.,5.3,40.7934367014769,-73.90744314870933
rest_0245,The Indian Spot,Indian,$,Manhattan,Fine Dining,Indian restaurant in Manhattan with fine dining atmosphere. $ price range.,3.6,40.745083937140414,-73.98867619541592
rest_0246,Cafe Indian Corner,Indian,$$$$,Brooklyn,Family-friendly,Indian restaurant in Brooklyn with family-friendly atmosphere. $$$$ price range.,4.0,40.75912754357449,-73.96009972961299
rest_0247,Cafe Brazilian Place,Brazilian,$,Williamsburg,Cozy,Brazilian restaurant in Williamsburg with cozy atmosphere. $ price range.,4.9,40.7054761638822,-73.96648027583541
rest_0248,Cafe American Spot,American,$$$$,Queens,Outdoor seating,American restaurant in Queens with outdoor seating atmosphere. $$$$ price range.,3.2,40.753739560293795,-73.90801443835873
rest_0249,Kitchen Lebanese Place,Lebanese,$$,Bronx,Bar atmosphere,Lebanese restaurant in Bronx with bar atmosphere atmosphere. $$ price range.,2.7,40.734634599436596,-73.96530467981037
rest_0250,Kitchen American Corner,American,$$$$,Park Slope,Outdoor seating,American restaurant in Park Slope with outdoor seating atmosphere. $$$$ price range.,3.7,40.722460482294,-73.95475604838673
rest_0251,Kitchen Thai Spot,Thai,$$,Manhattan,Casual,Thai restaurant in Manhattan with casual atmosphere. $$ price range.,5.3,40.714085702037984,-73.98236130134939
rest_0252,The Ethiopian Spot,Ethiopian,$,Tribeca,Outdoor seating,Ethiopian restaurant in Tribeca with outdoor seating atmosphere. $ price range.,1.8,40.791484590106805,-73.96376061008834
rest_0253,Tokyo House,Japanese,$$,Manhattan,Fast-casual,Japanese restaurant in Manhattan with fast-casual atmosphere. $$ price range.,4.0,40.7580588350278,-73.93677357120805
rest_0254,Sakura House,Japanese,$$,Astoria,Cozy,Japanese restaurant in Astoria with cozy atmosphere. $$ price range.,3.8,40.70853496680787,-73.90031257481542
rest_0255,Dragon Kitchen,Chinese,$$$$,Park Slope,Cozy,Chinese restaurant in Park Slope with cozy atmosphere. $$$$ price range.,3.1,40.75021950103312,-73.940461498268
rest_0256,Zen Sushi,Japanese,$$$,Queens,Casual,Japanese restaurant in Queens with casual atmosphere. $$$ price range.,4.0,40.72099055930956,-73.91019457105594
rest_0257,Bistro Vietnamese Place,Vietnamese,$$,Brooklyn,Casual,Vietnamese restaurant in Brooklyn with casual atmosphere. $$ price range.,4.0,40.7205139640482,-73.98093122793364
rest_0258,The Indian House,Indian,$$$$,Astoria,Bar atmosphere,Indian restaurant in Astoria with bar atmosphere atmosphere. $$$$ price range.,4.0,40.75648411332626,-73.99342913605716
rest_0259,Nonna Trattoria,Italian,$$$,Queens,Family-friendly,Italian restaurant in Queens with family-friendly atmosphere. $$$ price range.,3.6,40.7775527616695,-73.9546711165252
rest_0260,The American Corner,American,$$,Manhattan,Fine Dining,American restaurant in Manhattan with fine dining atmosphere. $$ price range.,1.9,40.74007630608753,-73.94403596686918
rest_0261,Kitchen German House,German,$$$$,Midtown,Fine Dining,German restaurant in Midtown with fine dining atmosphere. $$$$ price range.,4.9,40.71552402459307,-73.98180718695048
rest_0262,Bistro Turkish Place,Turkish,$$,Tribeca,Family-friendly,Turkish restaurant in Tribeca with family-friendly atmosphere. $$ price range.,2.9,40.7643999543239,-73.95912658289019
rest_0263,Nonna Ristorante,Italian,$$$,Queens,Bar atmosphere,Italian restaurant in Queens with bar atmosphere atmosphere. $$$ price range.,3.4,40.702538635566036,-73.98438474026338
rest_0264,Sakura House,Japanese,$$$,Midtown,Outdoor seating,Japanese restaurant in Midtown with outdoor seating atmosphere. $$$ price range.,4.7,40.70270959925035,-73.97780278380671
rest_0265,Bistro Lebanese Spot,Lebanese,$,SoHo,Upscale,Lebanese restaurant in SoHo with upscale atmosphere. $ price range.,5.0,40.72310747965881,-73.93281072564012
rest_0266,Mario Trattoria,Italian,$$$,Midtown,Cozy,Italian restaurant in Midtown with cozy atmosphere. $$$ price range.,3.6,40.765274610785184,-73.97618172189533
rest_0267,Bistro Vietnamese Corner,Vietnamese,$$,Downtown,Cozy,Vietnamese restaurant in Downtown with cozy atmosphere. $$ price range.,4.4,40.70994413927594,-73.97568278090006
rest_0268,Cafe Brazilian House,Brazilian,$$$$,SoHo,Family-friendly,Brazilian restaurant in SoHo with family-friendly atmosphere. $$$$ price range.,4.6,40.783021986456696,-73.96028164703816
rest_0269,The Brazilian Corner,Brazilian,$,Manhattan,Romantic,Brazilian restaurant in Manhattan with romantic atmosphere. $ price range.,4.4,40.76680851365706,-73.97950157045842
rest_0270,Imperial Kitchen,Chinese,$$$,Manhattan,Outdoor seating,Chinese restaurant in Manhattan with outdoor seating atmosphere. $$$ price range.,4.5,40.70130019235108,-73.99144914691455
rest_0271,Bistro Mediterranean Spot,Mediterranean,$,SoHo,Romantic,Mediterranean restaurant in SoHo with romantic atmosphere. $ price range.,3.8,40.72078862551461,-73.99734677961261
rest_0272,Lucky Kitchen,Chinese,$$$,Manhattan,Fine Dining,Chinese restaurant in Manhattan with fine dining atmosphere. $$$ price range.,4.3,40.74214245505925,-73.91073282889231
rest_0273,Cafe Spanish Place,Spanish,$$$$,Williamsburg,Cozy,Spanish restaurant in Williamsburg with cozy atmosphere. $$$$ price range.,3.0,40.781744356173846,-73.96581826483022
rest_0274,The Lebanese Place,Lebanese,$$$,Park Slope,Trendy,Lebanese restaurant in Park Slope with trendy atmosphere. $$$ price range.,3.4,40.75902949425148,-73.97319363591771
rest_0275,Zen Garden,Japanese,$$$$,Chelsea,Family-friendly,Japanese restaurant in Chelsea with family-friendly atmosphere. $$$$ price range.,2.9,40.76241489078491,-73.95905883478088
rest_0276,Bistro Mexican Place,Mexican,$,Bronx,Trendy,Mexican restaurant in Bronx with trendy atmosphere. $ price range.,2.3,40.72944657595419,-73.90515466930378
rest_0277,Bistro German Place,German,$$,Tribeca,Fast-casual,German restaurant in Tribeca with fast-casual atmosphere. $$ price range.,5.4,40.77636057941597,-73.98598868242335
rest_0278,Lucky Garden,Chinese,$$$,Chelsea,Upscale,Chinese restaurant in Chelsea with upscale atmosphere. $$$ price range.,4.0,40.789455222689405,-73.92001447440528
rest_0279,Tokyo Sushi,Japanese,$$$$,Bronx,Outdoor seating,Japanese restaurant in Bronx with outdoor seating atmosphere. $$$$ price range.,4.9,40.74252135044692,-73.99775306916798
rest_0280,The Indian Corner,Indian,$$$$,Downtown,Family-friendly,Indian restaurant in Downtown with family-friendly atmosphere. $$$$ price range.,4.2,40.76334782198261,-73.97421123145668
rest_0281,The Greek Corner,Greek,$$$,Williamsburg,Bar atmosphere,Greek restaurant in Williamsburg with bar atmosphere atmosphere. $$$ price range.,2.6,40.71393560740729,-73.91650697632008
rest_0282,The Brazilian Corner,Brazilian,$$$,Bronx,Fast-casual,Brazilian restaurant in Bronx with fast-casual atmosphere. $$$ price range.,4.0,40.717167928584836,-73.97276926734807
rest_0283,Bistro Turkish Corner,Turkish,$$$,Williamsburg,Cozy,Turkish restaurant in Williamsburg with cozy atmosphere. $$$ price range.,4.3,40.70183906765475,-73.90857011934395
rest_0284,Kitchen Mexican Place,Mexican,$,Tribeca,Family-friendly,Mexican restaurant in Tribeca with family-friendly atmosphere. $ price range.,4.2,40.72740552206872,-73.94458219974842
rest_0285,Kitchen Ethiopian Corner,Ethiopian,$,Manhattan,Trendy,Ethiopian restaurant in Manhattan with trendy atmosphere. $ price range.,3.2,40.76514203883519,-73.91702581962929
rest_0286,Cafe American House,American,$$$$,Queens,Fine Dining,American restaurant in Queens with fine dining atmosphere. $$$$ price range.,4.2,40.76005168604336,-73.93349633254537
rest_0287,The Brazilian Spot,Brazilian,$$,Tribeca,Fast-casual,Brazilian restaurant in Tribeca with fast-casual atmosphere. $$ price range.,4.8,40.71753712786235,-73.90855880540751
rest_0288,Bistro Greek Spot,Greek,$,Park Slope,Outdoor seating,Greek restaurant in Park Slope with outdoor seating atmosphere. $ price range.,2.5,40.75189177052828,-73.9953034033225
rest_0289,Cafe French House,French,$$,Bronx,Outdoor seating,French restaurant in Bronx with outdoor seating atmosphere. $$ price range.,3.0,40.71662833687561,-73.92619663835737
rest_0290,The Thai Spot,Thai,$$,Queens,Fast-casual,Thai restaurant in Queens with fast-casual atmosphere. $$ price range.,4.1,40.72453491096813,-73.96107043859581
rest_0291,Cafe Ethiopian House,Ethiopian,$$$,Astoria,Outdoor seating,Ethiopian restaurant in Astoria with outdoor seating atmosphere. $$$ price range.,3.4,40.72886937367707,-73.9644327283535
rest_0292,Bamboo House,Japanese,$$$,Williamsburg,Fast-casual,Japanese restaurant in Williamsburg with fast-casual atmosphere. $$$ price range.,3.2,40.75664046402969,-73.9523949597801
rest_0293,Bamboo House,Japanese,$$,Bronx,Fine Dining,Japanese restaurant in Bronx with fine dining atmosphere. $$ price range.,4.8,40.766367116536266,-73.90631702606753
rest_0294,Cafe Turkish Corner,Turkish,$$$,Brooklyn,Outdoor seating,Turkish restaurant in Brooklyn with outdoor seating atmosphere. $$$ price range.,3.3,40.70311831350613,-73.97377359557002
rest_0295,Cafe German Spot,German,$,Midtown,Outdoor seating,German restaurant in Midtown with outdoor seating atmosphere. $ price range.,4.6,40.75950779307003,-73.99485741865158
rest_0296,Bistro French Spot,French,$$,Bronx,Romantic,French restaurant in Bronx with romantic atmosphere. $$ price range.,6.0,40.7334243890817,-73.92290877962542
rest_0297,Zen Ramen,Japanese,$$$,Queens,Outdoor seating,Japanese restaurant in Queens with outdoor seating atmosphere. $$$ price range.,3.9,40.71065982531338,-73.99248622182643
rest_0298,Cafe American Corner,American,$,Park Slope,Family-friendly,American restaurant in Park Slope with family-friendly atmosphere. $ price range.,4.0,40.76884023964277,-73.95651726613963
rest_0299,The Vietnamese Spot,Vietnamese,$,Downtown,Fine Dining,Vietnamese restaurant in Downtown with fine dining atmosphere. $ price range.,5.4,40.724640203323915,-73.91808976823259
rest_0300,Kitchen Thai Spot,Thai,$$$$,Chelsea,Casual,Thai restaurant in Chelsea with casual atmosphere. $$$$ price range.,4.5,40.727214513723,-73.9409769333131
rest_0301,Bistro American Place,American,$$$$,Queens,Upscale,American restaurant in Queens with upscale atmosphere. $$$$ price range.,4.8,40.736097389694,-73.99084179266734
rest_0302,Bamboo House,Japanese,$,Brooklyn,Fast-casual,Japanese restaurant in Brooklyn with fast-casual atmosphere. $ price range.,3.9,40.71851329288386,-73.94580990526217
rest_0303,Cafe Brazilian Spot,Brazilian,$$,Bronx,Bar atmosphere,Brazilian restaurant in Bronx with bar atmosphere atmosphere. $$ price range.,4.5,40.78729458358764,-73.92677751135905
rest_0304,Bistro Vietnamese House,Vietnamese,$$$,Williamsburg,Family-friendly,Vietnamese restaurant in Williamsburg with family-friendly atmosphere. $$$ price range.,4.4,40.76922765645178,-73.91508043484347
rest_0305,Bistro Vietnamese Place,Vietnamese,$$,Astoria,Fine Dining,Vietnamese restaurant in Astoria with fine dining atmosphere. $$ price range.,4.9,40.72496680088592,-73.9510575036357
rest_0306,Bistro Korean Place,Korean,$$,Midtown,Casual,Korean restaurant in Midtown with casual atmosphere. $$ price range.,4.3,40.71805753451274,-73.94320547694474
rest_0307,Bistro German Corner,German,$$,Brooklyn,Cozy,German restaurant in Brooklyn with cozy atmosphere. $$ price range.,4.2,40.7915488297588,-73.99660540214143
rest_0308,Kitchen French Spot,French,$$$$,Park Slope,Fast-casual,French restaurant in Park Slope with fast-casual atmosphere. $$$$ price range.,3.1,40.79243961953765,-73.90289417548347
rest_0309,Kitchen Lebanese Corner,Lebanese,$,Midtown,Upscale,Lebanese restaurant in Midtown with upscale atmosphere. $ price range.,4.8,40.79442664891134,-73.95257857833425
rest_0310,Bistro Thai Place,Thai,$$$,Downtown,Casual,Thai restaurant in Downtown with casual atmosphere. $$$ price range.,4.0,40.73191004732433,-73.91710845258494
